Country Name,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012
Ukraine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.08,27.64,26.12,23.98,25.88,35.39,47.07,45.65,40.59,41.89,53.7,62.44,55.46,55.09,57.75,61.21,51.48,46.62,44.84,46.92,46.38,50.75,54.37,50.92
Upper middle income,,,,,,,,,,,8.97,9.06,9.73,11.2,12.74,11.44,11.86,11.91,12.32,13.93,15.18,15.57,15.73,15.86,16.47,16.06,15.39,18.04,18.98,18.68,19.59,19.67,20.79,20.47,22.21,23.14,23.76,24.52,24.07,25.01,27.82,27.21,28.85,30.7,33.25,34.62,35.86,35.28,34.5,28.67,30.77,31.8,30.28
Uruguay,13.88,14.3,11.44,12.12,12.04,18.38,17.17,14.6,15.19,13.4,13.88,10.28,15.44,10.42,14.38,16.78,19.56,19.9,18.85,16.83,15.03,15.2,14.33,25.69,26.58,26.76,26.22,21.65,22.06,23.49,23.53,20.69,20.45,19.13,19.77,19,19.67,17.46,16.42,15.1,16.7,16.8,20.62,27.43,32.11,30.4,30.3,29.09,30.2,28.26,27.19,27.23,26.26
United States,5.19,5.11,5,5.08,5.32,5.21,5.24,5.26,5.31,5.33,5.55,5.39,5.52,6.67,8.18,8.21,7.96,7.64,7.93,8.74,9.81,9.51,8.47,7.61,7.48,6.98,6.99,7.47,8.46,8.91,9.23,9.64,9.68,9.52,9.86,10.61,10.71,11.08,10.48,10.23,10.63,9.68,9.15,9.06,9.64,10.01,10.67,11.5,12.52,10.98,12.32,13.53,13.52
Uzbekistan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.84,35.28,27.03,33.72,16.78,36.68,27.69,27.04,22.5,18.15,24.59,28.08,30.81,37.27,40.21,37.85,37.14,39.67,43.55,35.59,31.66,33.08,27.88
St. Vincent and the Grenadines,,,,,,,,,,,,,,,,,,43.27,58.78,51.85,54.95,57.43,58.92,61.33,69.05,73,72.99,64.26,75.97,65.34,65.82,52.84,59.3,50,46.27,51.15,52.89,50.62,49.52,53.39,45.14,40.82,38.54,35.83,35.31,36.37,34.69,30.99,30.07,28.6,27.21,27.07,26.93
"Venezuela, RB",27.1,28.67,29.17,28.87,26.82,25.82,24.34,24.29,22.37,21.33,20.92,22.41,20.44,25.09,38.66,28.83,25.81,23.22,20.41,25.96,28.78,26.84,22.16,19.51,26.81,24.12,19.82,21.44,20.57,34.12,39.45,31.35,26.35,26.96,30.86,27.11,36.51,29.26,20.92,22.91,29.74,22.74,30.43,33.85,36.2,39.66,36.52,31.13,30.82,18.07,28.53,29.94,26.17
Virgin Islands (U.S.),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vietnam,,,,,,,,,,,,,,,,,,,,,,,,,,,6.62,6,3.95,23.85,36.04,30.92,34.75,28.72,34.01,32.81,40.87,43.1,44.85,49.97,49.97,51,50.58,52.47,54.9,63.7,67.72,70.52,70.34,62.97,72,79.39,80.03
Vanuatu,,,,,,,,,,,,,,,,,,,,,33.15,38.37,42.77,54.23,57.68,48.73,34.76,35.78,35.51,37.4,47.08,42.65,45.61,46,45.32,44.65,45.96,52.14,42.29,37.38,39.18,37.96,42.31,43.28,45.6,45.38,41.27,40.79,45.16,49.11,46.65,44.89,47.52
West Bank and Gaza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.62,15.5,16.67,15.84,17.68,16.4,15.99,16.08,15.6,14.03,14.61,14.05,,,,,,,
Taiwan (World Bank),11.34,13.78,13.39,17.62,19.65,18.97,21.45,21.76,23.85,26.36,29.71,34.85,41.42,46.3,43.1,38.83,46.6,47.95,51.35,52.28,51.44,50.82,48.88,51.5,54.66,53.06,55.98,55.51,53.03,48.52,45.09,45.83,41.81,42.42,42.12,46.14,45.94,46.58,46.39,46.4,51.91,48.66,50.81,54.02,59.94,60.62,65.79,69.74,70.19,60.39,70.92,72.8,70.44
World,12.83,12.42,12.25,12.34,12.48,12.68,12.94,12.69,13.55,13.97,14.01,14.1,14.27,15.75,17.76,16.85,17.4,17.52,17.32,18.34,19.45,19.82,19.19,18.93,19.79,19.5,18.06,18.51,18.95,19.46,19.73,19.66,20.48,20.19,20.89,22.05,22.31,23.3,23.5,23.66,25.82,25.21,24.98,25.24,26.7,27.74,29.13,29.55,30.39,26.54,28.86,30.56,30.25
Japan,10.72,9.28,9.43,9.04,9.49,10.52,10.58,9.65,10.11,10.56,10.59,11.48,10.38,9.84,13.33,12.54,13.29,12.84,10.9,11.34,13.42,14.4,14.2,13.63,14.72,14.09,11.1,10.15,9.76,10.24,10.29,9.87,9.77,9.06,9,9.05,9.7,10.73,10.78,10.17,10.88,10.45,11.25,11.87,13.21,14.31,16.17,17.75,17.71,12.7,15.17,15.15,14.66
Taiwan,11.28,13.73,13.37,17.63,19.68,19.04,21.56,21.89,24.02,26.57,29.97,35.18,41.81,46.68,43.39,39.1,46.89,48.23,51.59,52.46,51.53,50.86,49.07,51.6,54.82,53.48,56.46,56.28,55.03,48.97,45.72,46.48,42.46,43.2,42.84,47.01,46.8,47.66,47.37,47.28,52.93,49.97,52.22,55.49,61.42,62.53,68,72.07,72.97,62.49,73.8,75.96,73.35
Samoa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.51,34.62,35.36,32.7,36.31,35.79,33.82,34.58,32.88,31.29,31.65,31.87,32.46,32.86,32.72,33.99,32.81,33.69,32.09
"Yemen, Rep.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.21,11.02,10.44,12.58,12.51,22.37,38.51,36.28,26.54,34.84,41.41,35.9,37,36.44,36.38,40.9,41.26,35.9,37.84,28.22,30.48,,
South Africa,30.64,30.72,30.47,29.51,28.4,26.48,26.04,25.3,25.98,23.66,21.8,21.89,25.35,25.36,27.98,27.69,27.74,30.24,32.36,35.21,35.38,28.35,26.45,24.73,25.47,31.42,30.57,30.26,29.1,26.69,24.24,21.75,21.34,22.48,22.1,22.77,24.73,24.6,25.65,25.33,27.87,30.13,32.92,27.88,26.42,27.38,30.01,31.48,35.88,27.31,27.36,29.28,28.26
"Congo, Dem. Rep.",18.92,9.86,7.75,31.8,33.5,25.92,31.12,15.55,14.52,13.18,15.46,12.14,11.25,13.44,16.18,9.96,12.15,10.33,12.35,12.65,16.48,14.14,12.15,16.24,26.01,27.51,24.71,25.98,25.5,25.49,29.5,20.38,16.68,11.33,22.63,28.48,30,18.75,29.79,23.64,22.39,18.63,21.1,26.64,30.68,33.62,34.21,65.16,61.3,45.08,68.18,70.02,55.49
Zambia,55.18,52.36,52.56,54.66,60.45,49.25,51.49,49.62,48.44,62.7,53.64,42.39,43.82,49.14,50.39,36.6,43.29,39.34,33.56,45.42,41.39,28.63,27.68,32.92,35.07,36.44,42.15,39.48,33.31,26.81,35.88,34.61,36.39,33.57,36,36.02,31.33,30.12,26.9,27.22,26.48,28.14,28.5,28.34,37.78,34.57,38.49,40.91,35.37,35.01,46.78,46.04,46.38
Zimbabwe,,,,,,,,,,,,,,,,22.76,21.96,21.4,22.02,21.8,23.37,19.43,16.93,16.44,20.56,22.21,24.05,24.02,23.74,23.34,22.87,23.88,27.23,30.72,34.6,38.24,36.13,37.6,43.39,37.41,38.16,34.96,31.83,32.4,34.47,33.55,35.96,37.79,41.47,29.31,47.64,53.81,44.31
